,Survived,Pclass,Name,Sex,Siblings/Spouses Aboard,Parents/Children Aboard,Fare
854,1,3,Mrs. Solomon (Latifa Qurban) Baclini,female,0,3,19.2583
855,0,3,Mr. Raihed Razi,male,0,0,7.2292
856,0,3,Mr. Claus Peter Hansen,male,2,0,14.1083
857,0,2,Mr. Frederick Edward Giles,male,1,0,11.5
858,1,1,Mrs. Frederick Joel (Margaret Welles Barron) Swift,female,0,0,25.9292
859,0,3,Miss. Dorothy Edith Sage,female,8,2,69.55
860,0,2,Mr. John William Gill,male,0,0,13.0
861,1,2,Mrs. (Karolina) Bystrom,female,0,0,13.0
862,1,2,Miss. Asuncion Duran y More,female,1,0,13.8583
863,0,1,Mr. Washington Augustus II Roebling,male,0,0,50.4958
864,0,3,Mr. Philemon van Melkebeke,male,0,0,9.5
865,1,3,Master. Harold Theodor Johnson,male,1,1,11.1333
866,0,3,Mr. Cerin Balkic,male,0,0,7.8958
867,1,1,Mrs. Richard Leonard (Sallie Monypeny) Beckwith,female,1,1,52.5542
868,0,1,Mr. Frans Olof Carlsson,male,0,0,5.0
869,0,3,Mr. Victor Vander Cruyssen,male,0,0,9.0
870,1,2,Mrs. Samuel (Hannah Wizosky) Abelson,female,1,0,24.0
871,1,3,Miss. Adele Kiamie Najib,female,0,0,7.225
872,0,3,Mr. Alfred Ossian Gustafsson,male,0,0,9.8458
873,0,3,Mr. Nedelio Petroff,male,0,0,7.8958
874,0,3,Mr. Kristo Laleff,male,0,0,7.8958
875,1,1,Mrs. Thomas Jr (Lily Alexenia Wilson) Potter,female,0,1,83.1583
876,1,2,Mrs. William (Imanita Parrish Hall) Shelley,female,0,1,26.0
877,0,3,Mr. Johann Markun,male,0,0,7.8958
878,0,3,Miss. Gerda Ulrika Dahlberg,female,0,0,10.5167
879,0,2,Mr. Frederick James Banfield,male,0,0,10.5
880,0,3,Mr. Henry Jr Sutehall,male,0,0,7.05
881,0,3,Mrs. William (Margaret Norton) Rice,female,0,5,29.125
882,0,2,Rev. Juozas Montvila,male,0,0,13.0
883,1,1,Miss. Margaret Edith Graham,female,0,0,30.0
884,0,3,Miss. Catherine Helen Johnston,female,1,2,23.45
885,1,1,Mr. Karl Howell Behr,male,0,0,30.0
886,0,3,Mr. Patrick Dooley,male,0,0,7.75
